Name,Country,Type,Lat,Lon,Altitude
Shiga,Honshu-Japan,Shield volcanoes,36.69,138.52,2041
Shikaribetsu Group,Hokkaido-Japan,Lava domes,43.31,143.1,1401
Shikotsu,Hokkaido-Japan,Caldera,42.69,141.38,1320
Shiretoko-Iwo-zan,Hokkaido-Japan,Stratovolcano,44.13,145.17,1563
Shiribetsu,Hokkaido-Japan,Stratovolcano,42.77,140.92,1107
Shirinki,Kuril Is,Stratovolcano,50.2,154.98,761
Shishaldin,Aleutian Is,Stratovolcano,54.76,-163.97,2857
Shisheika,Kamchatka,Lava dome,57.15,161.08,379
Shishel,Kamchatka,Shield volcano,57.45,160.37,2525
Shiveluch,Kamchatka,Stratovolcano,56.65,161.36,3283
Shoshone Lava Field,US-Idaho,Shield volcano,43.18,-114.35,1478
Sibayak,Sumatra,Stratovolcanoes,3.23,98.52,2212
Sibualbuali,Sumatra,Stratovolcano,1.56,99.26,1819
Sikhote-Alin,Russia-SE,Volcanic field,47,137.5,
Silali,Africa-E,Shield volcano,1.15,36.23,1528
Silay,Philippines-C,Stratovolcano,10.77,123.23,1510
Silver Lake,US-California,Cinder cones,40.73,-121.84,1535
Silverthrone,Canada,Caldera,51.43,-126.3,3160
Simbo,Solomon Is-SW Pacific,Stratovolcanoes,-8.29,156.52,335
Sinabung,Sumatra,Stratovolcano,3.17,98.39,2460
Sinarka,Kuril Is,Stratovolcano,48.88,154.18,934
Singu Plateau,SE Asia,Fissure vents,22.7,95.98,507
"Sing il, Cerro",El Salvador,Cinder cones,14.05,-89.65,957
Siple,Antarctica,Shield volcano,-73.43,-126.67,3110
Sirung,Lesser Sunda Is,Complex volcano,-8.51,124.13,862
Sisters,US-Oregon,Complex volcano,44.1,121.75,3158
Slamet,Java,Stratovolcano,-7.24,109.21,3428
Smirnov,Kuril Is,Stratovolcano,44.42,146.14,1189
Smith Rock,Izu Is-Japan,Submarine volcano,31.44,140.05,136
Snaefellsj kull,Iceland-W,Stratovolcano,64.8,-23.78,1448
Snegovoy,Kamchatka,Shield volcano,58.2,160.97,2169
Snezhniy,Kamchatka,Shield volcano,58.02,160.8,2169
Snowy Mountain,Alaska Peninsula,Stratovolcanoes,58.34,-154.68,2162
Soche,Ecuador,Stratovolcano,0.55,-77.58,3955
Socompa,Chile-N,Stratovolcano,-24.4,-68.25,6051
Socorro,Mexico-Is,Shield volcano,18.78,-110.95,1050
Soda Lakes,US-Nevada,Maars,39.53,-118.87,1251
Sodore,Ethiopia,Pyroclastic cones,8.43,39.35,1765
Sofugan,Izu Is-Japan,Stratovolcano,29.79,140.35,99
Sollipulli,Chile-C,Caldera,-38.97,-71.52,2282
"Solo, El",Chile-N,Stratovolcano,-27.11,-68.72,6190
Soputan,Sulawesi-Indonesia,Stratovolcano,1.11,124.73,1784
Sorikmarapi,Sumatra,Stratovolcano,0.69,99.54,2145
Sork Ale,Ethiopia,Stratovolcano,13.18,41.73,1611
Sotar ,Colombia,Stratovolcano,2.11,-76.59,4400
Soufri re Guadeloupe,W Indies,Stratovolcano,16.05,-61.67,1467
Soufri re Hills,W Indies,Stratovolcano,16.72,-62.18,915
Soufri re St. Vincent,W Indies,Stratovolcano,13.33,-61.18,1220
South Island,Africa-E,Stratovolcano,2.63,36.6,800
South Sister,US-Oregon,Complex volcano,44.1,-121.77,3157
Southern EPR-Segment I,Pacific-E,Submarine volcano,-18.53,-113.42,-2600
Southern EPR-Segment J,Pacific-E,Submarine volcano,-18.18,-113.35,-2650
Southern EPR-Segment K,Pacific-E,Submarine volcano,-17.44,-113.21,-2566
SP Mountain,US-Arizona,Cinder Cone,35.6,-111.6,2141
Spectrum Range,Canada,Shield volcano,57.43,-130.68,2430
Spokoiny,Kamchatka,Stratovolcano,58.13,160.82,2171
Spurr,Alaska-SW,Stratovolcano,61.3,-152.25,3374
Squaw Ridge Lava Field,US-Oregon,Volcanic field,43.47,-120.75,1711
Srednii,Kuril Is,Submarine volcano,47.6,152.92,36
St. Andrew Strait,Admiralty Is-SW Pacific,Complex volcano,-2.38,147.35,270
St. Catherine,W Indies,Stratovolcano,12.15,-61.67,840
St. Helens,US-Washington,Stratovolcano,46.2,-122.18,2549
St. Michael,Alaska-W,Shield volcanoes,63.45,-162.12,715
St. Paul,Indian O.-S,Stratovolcano,-38.72,77.53,268
St. Paul Island,Alaska-W,Shield volcano,57.18,-170.3,203
Steller,Alaska Peninsula,Stratovolcano,58.43,-154.4,2272
Stepovak,Alaska Peninsula,Cinder cones,55.93,-160,1555
Stromboli,Italy,Stratovolcano,38.79,15.21,924
Sturge Island,Antarctica,Stratovolcano,-67.4,164.83,1167
Suchit n,Guatemala,Stratovolcanoes,14.4,-89.78,2042
S phan Dagi,Turkey,Stratovolcano,38.92,42.82,4158
Suiyo Seamount,Izu Is-Japan,Submarine volcano,28.6,140.63,-1418
Sukaria Caldera,Lesser Sunda Is,Caldera,-8.79,121.77,1500
Sulu Range,New Britain-SW Pac,Stratovolcanoes,-5.5,150.94,610
Sumaco,Ecuador,Stratovolcano,-0.54,-77.63,3990
Sumbing,Sumatra,Stratovolcano,-2.41,101.73,2507
Sumbing,Java,Stratovolcano,-7.38,110.07,3371
Sumiyoshi-ike,Kyushu-Japan,Maars,31.77,130.59,100
Sundoro,Java,Stratovolcano,-7.3,109.99,3136
Sunset Crater,US-Arizona,Cinder cone,35.37,-111.5,2447
Suoh,Sumatra,Calderas,-5.25,104.27,1000
Supply Reef,Mariana Is-C Pacific,Submarine volcano,20.13,145.1,-8
Suretamatai,Vanuatu-SW Pacific,Complex volcano,-13.8,167.47,921
Suswa,Africa-E,Shield volcano,-1.18,36.35,2356
Suwanose-jima,Ryukyu Is,Stratovolcanoes,29.64,129.72,799
SW Usangu Basin,Africa-E,Lava domes,-8.75,33.8,2179
Taal,Luzon-Philippines,Caldera,14,120.99,311
Taapaca,Chile-N,Complex volcano,-18.1,-69.5,5860
Table Top-Wide Bay,Aleutian Is,Cinder cones,53.97,-166.68,792
Taburete,El Salvador,Stratovolcano,13.44,-88.53,1172
Tacan ,Mexico,Stratovolcano,15.13,-92.11,4060
Tacora,Chile-N,Stratovolcano,-17.72,-69.77,5980
Tafahi,Tonga-SW Pacific,Stratovolcano,-15.85,-173.72,560
Taftan,Iran,Stratovolcano,28.6,61.13,3940
Tahalra Volc Field,Africa-N,Pyroclastic cones,22.67,5,1467
Tahual,Guatemala,Stratovolcano,14.43,-89.9,1716
"Tair, Jebel at",Red Sea,Stratovolcano,15.55,41.83,244
Tajumulco,Guatemala,Stratovolcano,15.03,-91.9,4220
Takahara,Honshu-Japan,Stratovolcano,36.9,139.78,1795
Takahe,Antarctica,Shield volcano,-76.28,-112.08,3460
Takawangha,Aleutian Is,Stratovolcano,51.87,-178.01,1449
Takuan Group,Bougainville-SW Pacific,Volcanic complex,-6.44,155.61,2210
Talagabodas,Java,Stratovolcano,-7.21,108.07,2201
Talakmau,Sumatra,Complex volcano,0.08,99.98,2919
Talang,Sumatra,Stratovolcano,-0.98,100.68,2597
Tambo Quemado,Bolivia,Pyroclastic shield,-18.62,-68.75,4215
Tambora,Lesser Sunda Is,Stratovolcano,-8.25,118,2850
Tampomas,Java,Stratovolcano,-6.77,107.95,1684
Tana,Aleutian Is,Stratovolcanoes,52.83,-169.77,1170
Tanaga,Aleutian Is,Stratovolcanoes,51.89,-178.15,1806
Tandikat,Sumatra,Stratovolcanoes,-0.43,100.32,2438
Tangaroa,New Zealand,Submarine volcano,-36.32,178.03,600
Tangkubanparahu,Java,Stratovolcano,-6.77,107.6,2084
Tao-Rusyr Caldera,Kuril Is,Stratovolcano,49.35,154.7,1325
"Tara, Batu",Lesser Sunda Is,Stratovolcano,-7.79,123.58,748
Tarakan,Halmahera-Indonesia,Pyroclastic cones,1.83,127.83,318
Taryatu-Chulutu,Mongolia,Volcanic field,48.17,99.7,2400
Tat Ali,Ethiopia,Shield volcano,13.28,41.07,700
Tata Sabaya,Bolivia,Stratovolcano,-19.13,-68.53,5430
Tateshina,Honshu-Japan,Stratovolcanoes,36.1,138.3,2530
Tate-yama,Honshu-Japan,Stratovolcano,36.57,137.59,2621
Ta'u,Samoa-SW Pacific,Shield volcano,-14.23,-169.45,931
Taunshits,Kamchatka,Stratovolcano,54.53,159.8,2353
Taupo,New Zealand,Caldera,-38.82,176,760
Taveuni,Fiji Is-SW Pacific,Shield volcano,-16.82,-179.97,1241
Tavui,New Britain-SW Pac,Caldera,-4.12,152.2,200
Teahitia,Society Is-C Pacific,Submarine volcano,-17.57,-148.85,-1400
Tecapa,El Salvador,Stratovolcano,13.49,-88.5,1593
Tecuamburro,Guatemala,Stratovolcano,14.16,-90.41,1845
Telica,Nicaragua,Stratovolcanoes,12.6,-86.85,1061
Telomoyo,Java,Stratovolcano,-7.37,110.4,1894
"Telong, Bur ni",Sumatra,Stratovolcano,4.77,96.82,2617
Tend rek Dagi,Turkey,Shield volcano,39.37,43.87,3584
Tenerife,Canary Is,Stratovolcano,28.27,-16.64,3715
Tengchong,SE Asia,Pyroclastic cones,25.23,98.5,2865
Tengger Caldera,Java,Stratovolcanoes,-7.94,112.95,2329
Tenorio,Costa Rica,Stratovolcanoes,10.67,-85.02,1916
Teon,Banda Sea,Stratovolcano,-6.92,129.13,655
Tepi,Ethiopia,Shield volcano,7.42,35.43,2728
Terceira,Azores,Stratovolcanoes,38.73,-27.32,1023
Terpuk,Kamchatka,Shield volcano,57.2,159.83,765
Theistareykjarbunga,Iceland-NE,Shield volcano,65.88,-16.83,564
Thompson Island,Atlantic-S,Submarine volcano ?,-53.93,5.5,
Three Fingered Jack,US-Oregon,Shield volcano,44.5,-121.8,2390
Thule Islands,Antarctica,Stratovolcanoes,-59.45,-27.37,1075
Tianshan Volc Group,China-W,Volcanic field,42.5,82.5,
Tiatia,Kuril Is,Stratovolcano,44.35,146.26,1819
Ticsani,Peru,Lava domes,-16.76,-70.6,5408
Tidore,Halmahera-Indonesia,Stratovolcano,0.66,127.4,1730
Tigalalu,Halmahera-Indonesia,Stratovolcano,0.07,127.42,422
"Tigre, El",El Salvador,Stratovolcano,13.47,-88.43,1640
"Tigre, Isla el",Honduras,Stratovolcano,13.27,-87.64,783
Tilocalar,Chile-N,Stratovolcanoes,-23.97,-68.13,3116
Tin Zaouatene Volc Field,Africa-N,Volcanic field,19.83,2.83,
Tinakula,Santa Cruz Is-SW Pacific,Stratovolcano,-10.38,165.8,851
Tindfjallaj kull,Iceland-S,Stratovolcano,63.78,-19.57,1463
Tinguiririca,Chile-C,Stratovolcano,-34.81,-70.35,4280
Tipas,Argentina,Complex volcano,-27.2,-68.55,6660
Titila,Kamchatka,Shield volcanoes,57.4,160.1,1559
Tj rnes Fracture Zone,Iceland-N of,Submarine volcano,66.3,-17.1,
Tlevak Strait-Suemez Is.,Alaska-E,Volcanic field,55.25,-133.3,50
Toba,Sumatra,Caldera,2.58,98.83,2157
Tobaru,Halmahera-Indonesia,Unknown,1.63,127.67,1035
Todoko-Ranu,Halmahera-Indonesia,Calderas,1.25,127.47,979
Todra Volc Field,Africa-N,Cinder cones,17.68,8.5,1780
Tofua,Tonga-SW Pacific,Caldera,-19.75,-175.07,515
"T h, Tarso",Africa-N,Volcanic field,21.33,16.33,2000
Tokachi,Hokkaido-Japan,Stratovolcanoes,43.42,142.69,2077
Tolbachik,Kamchatka,Shield volcano,55.83,160.33,3682
Tolguaca,Chile-C,Stratovolcano,-38.31,-71.65,2806
"Tolima, Nevado del",Colombia,Stratovolcano,4.67,-75.33,5200
Tolim n,Guatemala,Stratovolcano,14.61,-91.19,3158
Tolmachev Dol,Kamchatka,Cinder cones,52.63,157.58,1021
"Toluca, Nevado de",Mexico,Stratovolcano,19.11,-99.76,4680
Tombel Graben,Africa-W,Cinder cones,4.75,9.67,500
Tondano Caldera,Sulawesi-Indonesia,Caldera,1.23,124.83,1202
Toney Mountain,Antarctica,Shield volcano,-75.8,-115.83,3595
Tongariro,New Zealand,Stratovolcanoes,-39.13,175.64,1978
Tongkoko,Sulawesi-Indonesia,Stratovolcano,1.52,125.2,1149
Tore,Bougainville-SW Pacific,Lava cone,-5.83,154.93,2200
Torfaj kull,Iceland-S,Stratovolcano,63.92,-19.17,1259
Tori-shima,Izu Is-Japan,Stratovolcano,30.48,140.31,394
Toroeng Prong,SE Asia,Cinder cone,14.93,108,800
"Tortuga, Isla",Mexico,Shield volcano,27.43,-111.98,210
Tosa Sucha,Ethiopia,Cinder cones,5.93,37.57,1650
To-shima,Izu Is-Japan,Stratovolcano,34.52,139.28,508
"Toussid , Tarso",Africa-N,Stratovolcano,21.03,16.45,3265
Towada,Honshu-Japan,Caldera,40.47,140.92,1159
Traitor's Head,Vanuatu-SW Pacific,Stratovolcano,-18.75,169.23,837
Tres V rgenes,Mexico,Stratovolcanoes,27.47,-112.59,1940
Tri Sestry,Kuril Is,Stratovolcano,45.93,149.92,998
Trident,Alaska Peninsula,Stratovolcano,58.24,-155.1,1864
Trindade,Atlantic-C,Stratovolcano,-20.51,-29.33,600
Tristan da Cunha,Atlantic-S,Shield volcano,-37.09,-12.28,2060
Trocon,Argentina,Lava domes,-37.73,-70.9,2500
"Trois Pitons, Morne",W Indies,Complex volcano,15.37,-61.33,1387
Tromen,Argentina,Stratovolcanoes,-37.14,-70.03,3978
Tronador,Chile-S,Stratovolcano,-41.16,-71.89,3491
Tseax River Cone,Canada,Pyroclastic cone,55.12,-128.9,609
Tshibinda,Africa-C,Cinder cones,-2.32,28.75,1460
Tskhouk-Karckar,Armenia,Pyroclastic cones,39.73,46.02,3000
Tsurumi,Kyushu-Japan,Lava domes,33.28,131.43,1584
"Tujle, Cerro",Chile-N,Maar,-23.83,-67.95,3550
Tullu Moje,Ethiopia,Pumice cone,8.16,39.13,2349
Tumble Buttes,US-California,Cinder cones,40.68,-121.55,2191
Tungnafellsj kull,Iceland-NE,Stratovolcano,64.73,-17.92,1535
Tungurahua,Ecuador,Stratovolcano,-1.47,-78.44,5023
Tunkin Depression,Russia-SE,Volcanic field,51.5,102.5,1200
Tupungatito,Chile-C,Stratovolcano,-33.4,-69.8,6000
Turfan,China-W,Cone,42.9,89.25,
Turrialba,Costa Rica,Stratovolcano,10.03,-83.77,3340
Tutuila,Samoa-SW Pacific,Tuff cones,-14.3,-170.7,653
Tutupaca,Peru,Stratovolcano,-17.03,-70.36,5815
Tuya Volc Field,Canada,Volcanic field,59.37,-130.58,2123
"Tuzgle, Cerro",Argentina,Stratovolcano,-24.05,-66.48,5500
Tuzovsky,Kamchatka,Shield volcanoes,57.32,159.97,1533
Twin Buttes,US-California,Cinder cones,40.78,-121.59,1631
Ubehebe Craters,US-California,Maars,37.02,-117.45,752
Ubinas,Peru,Stratovolcano,-16.36,-70.9,5672
Udina,Kamchatka,Stratovolcanoes,55.76,160.53,2923
Udokan Plateau,Russia-SE,Pyroclastic cones,56.28,117.77,2180
Ugashik-Peulik,Alaska Peninsula,Stratovolcano,57.75,-156.37,1474
Uinkaret Field,US-Arizona,Volcanic field,36.38,-113.13,1555
Uka,Kamchatka,Shield volcano,57.7,160.58,1643
Ukinrek Maars,Alaska Peninsula,Maars,57.83,-156.51,91
Uksichan,Kamchatka,Shield volcano,56.08,158.38,1692
Ulawun,New Britain-SW Pac,Stratovolcano,-5.05,151.33,2334
Uliaga,Aleutian Is,Stratovolcano,53.07,-169.77,888
Ulreung,Korea,Stratovolcano,37.5,130.87,984
Umboi,New Guinea-NE of,Complex volcano,-5.59,147.88,1548
"Umm Arafieb, Jebel",Africa-N,Shield volcano,18.17,33.83,
Undara,Australia,Shield volcano,-18.25,144.75,1020
Ungaran,Java,Stratovolcano,-7.18,110.33,2050
Unnamed,Georgia,Cinder cones,42.45,44.25,3750
Unnamed,Georgia,Lava cones,41.55,43.6,3400
Unnamed,Ethiopia,Pyroclastic cones,8.7,39.63,1300
Unnamed,Ethiopia,Fissure vents,8.62,38.95,1800
Unnamed,Ethiopia,Fissure vents,8.07,39.07,1800
Unnamed,Ethiopia,Cinder cones,5.65,37.67,1200
Unnamed,Africa-E,Pyroclastic cone,-8.63,33.57,
Unnamed,Syria,Volcanic field,36.67,37,
Unnamed,Syria,Volcanic field,33,36.43,945
Unnamed,Arabia-S,Submarine volcano,12.25,45,
Unnamed,Iran,Volcanic field,39.33,45.17,
Unnamed,Iran,Volcanic field,28.17,60.67,
Unnamed,Indian O.-E,Submarine volcano ?,11.75,80.75,
Unnamed,Tonga-SW Pacific,Submarine volcano,-24.8,-177.02,-385
Unnamed,Tonga-SW Pacific,Submarine volcano,-21.15,-175.75,-65
Unnamed,Tonga-SW Pacific,Submarine volcano,-21.38,-175.65,-500
Unnamed,Tonga-SW Pacific,Submarine volcano,-20.85,-175.53,-13
Unnamed,Tonga-SW Pacific,Submarine volcano,-18.33,-174.37,-40
Unnamed,Admiralty Is-SW Pacific,Submarine volcano,-3.03,147.78,-1300
Unnamed,New Guinea-NE of,Submarine volcano ?,-4.31,146.26,-2000
Unnamed,New Britain-SW Pac,Submarine volcano ?,-5.2,148.57,
Unnamed,New Britain-SW Pac,Submarine volcano ?,-4.75,150.85,
Unnamed,Solomon Is-SW Pacific,Submarine volcanoes,-8.92,158.03,-240
Unnamed,Vanuatu-SW Pacific,Stratovolcanoes,-16.99,168.59,216
Unnamed,SW Pacific,Submarine volcano,-25.78,168.63,-2400
Unnamed,Sangihe Is-Indonesia,Submarine volcano ?,3.97,124.17,-5000
Unnamed,Luzon-N of,Submarine volcano,20.33,121.75,-24
Unnamed,Taiwan-E of,Submarine volcano ?,19.17,132.25,-10
Unnamed,Taiwan-E of,Submarine volcano ?,20.93,134.75,-6000
Unnamed,Taiwan-E of,Submarine volcano,21.83,121.18,-115
Unnamed,Taiwan-E of,Submarine volcano,24,121.83,
Unnamed,Taiwan-N of,Submarine volcano,25.4,122.2,-100
Unnamed,Volcano Is-Japan,Submarine volcano ?,26.13,144.48,-3200
Unnamed,Mariana Is-C Pacific,Submarine volcano ?,21,142.9,
Unnamed,Mariana Is-C Pacific,Submarine volcano ?,20.3,143.2,
Unnamed,Kuril Is,Submarine volcano,45.03,147.21,-930
Unnamed,Kuril Is,Submarine volcano ?,46.1,150.5,-100
Unnamed,Kuril Is,Submarine volcano,46.47,151.28,-502
Unnamed,Kuril Is,Submarine volcano,48.08,153.33,-150
Unnamed,Kamchatka,Cinder cone,51.6,156.55,298
Unnamed,Kamchatka,Cinder cone,52.57,157.02,610
Unnamed,Kamchatka,Shield volcanoes,52.92,158.52,450
Unnamed,Kamchatka,Shield volcanoes,52.88,158.3,700
Unnamed,Kamchatka,Cinder cones,55.92,161.75,
Unnamed,Kamchatka,Shield volcano,56.82,158.95,1185
Unnamed,China-W,Volcanic field,35.85,91.7,5400
Unnamed,Alaska Peninsula,Lava dome,57.87,-155.42,300
Unnamed,Pacific-NE,Submarine volcano ?,31.75,-124.25,-2533
Unnamed,Hawaiian Is,Submarine volcano ?,21.75,-158.75,-3000
Unnamed,Hawaiian Is,Submarine volcano,23.58,-163.83,-4000
Unnamed,Pacific-E,Submarine volcano,10.73,-103.58,
Unnamed,Pacific-E,Submarine volcano,9.83,-104.3,-2500
Unnamed,Pacific-E,Submarine volcano,-8.27,-107.95,-2800
Unnamed,Pacific-S,Submarine volcano,-53.9,-140.3,-1000
Unnamed,Pacific-S,Submarine volcano,-55.97,-143.17,
Unnamed,Mexico,Submarine volcano ?,28,-115,
Unnamed,Argentina,Pyroclastic cone,-25.1,-68.27,
Unnamed,Chile-Is,Submarine volcano,-33.62,-76.83,-642
Unnamed,Arctic Ocean,Submarine volcano,88.27,-65.6,-1500
Unnamed,Arctic Ocean,Submarine volcano,85.58,85,-3800
Unnamed,Atlantic-N,Submarine volcano,49,-34.5,-1650
Unnamed,Atlantic-N,Submarine volcano,39.95,-25.83,-2835
Unnamed,Atlantic-N,Submarine volcano,38.75,-38.08,-4200
Unnamed,Atlantic-C,Submarine volcano ?,7,-21.83,-1415
Unnamed,Atlantic-C,Submarine volcano,4.2,-21.45,-2900
Unnamed,Atlantic-C,Submarine volcano,-0.72,-20.53,-1528
Unnamed,Atlantic-C,Submarine volcano,-3.5,-24.5,-5300
Unnamed,Antarctica,Scoria cones,-73.45,164.58,2987
Unnamed,Antarctica,Submarine volcano,-76.83,163,-500
Unzen,Kyushu-Japan,Complex volcano,32.76,130.29,1500
Upolu,Samoa-SW Pacific,Shield volcano,-13.94,-171.72,1100
Urataman,Kuril Is,Somma volcano,47.12,152.25,678
Ushishur,Kuril Is,Caldera,47.52,152.8,401
Ushkovsky,Kamchatka,Compound volcano,56.07,160.47,3943
Usu,Hokkaido-Japan,Stratovolcano,42.54,140.84,737
Usulut n,El Salvador,Stratovolcano,13.42,-88.47,1449
Utila Island,Honduras,Pyroclastic cones,16.1,-86.9,74
"'Uwayrid, Harrat",Arabia-W,Volcanic field,27.08,37.25,1920
Uzon,Kamchatka,Calderas,54.5,159.97,1617
Vailulu'u,Samoa-SW Pacific,Submarine volcano,-14.22,-169.06,-592
Vakak Group,Afghanistan,Volcanic field,34.25,67.97,3190
"Valle, El",Panam ,Stratovolcano,8.58,-80.17,1185
Vatnafj ll,Iceland-S,Fissure vents,63.92,-19.67,1235
Veer,Kamchatka,Cinder cones,53.75,158.45,520
Veniaminof,Alaska Peninsula,Stratovolcano,56.17,-159.38,2507
Verkhovoy,Kamchatka,Shield volcano,56.52,159.53,1400
Vernadskii Ridge,Kuril Is,Cinder cones,50.55,155.97,1183
Vestmannaeyjar,Iceland-S,Submarine volcanoes,63.43,-20.28,279
Vesuvius,Italy,Somma volcano,40.82,14.43,1281
Veteran,SE Asia,Submarine volcano,9.83,109.05,
Victory,New Guinea,Stratovolcano,-9.2,149.07,1925
Viedma,Argentina,Subglacial volcano,-49.36,-73.28,1500
Villarrica,Chile-C,Stratovolcano,-39.42,-71.93,2847
Vilyuchik,Kamchatka,Stratovolcano,52.7,158.28,2173
Visoke,Africa-C,Stratovolcano,-1.47,29.49,3711
Visokiy,Kamchatka,Stratovolcano,52.43,157.93,1234
Vitim Plateau,Russia-SE,Cinder cones,53.7,113.3,1250
Volcano W,Kermadec Is,Submarine volcanoes,-31.85,-179.18,-900
"Voon, Tarso",Africa-N,Stratovolcano,20.92,17.28,3100
Voyampolsky,Kamchatka,Shield volcanoes,58.37,160.62,1225
Vsevidof,Aleutian Is,Stratovolcano,53.13,-168.69,2149
Vulcano,Italy,Stratovolcanoes,38.4,14.96,500
Vulsini,Italy,Caldera,42.6,11.93,800
Vysoky,Kamchatka,Stratovolcano,55.07,160.77,2161
Waesche,Antarctica,Shield volcano,-77.17,-126.88,3292
Waiowa,New Guinea,Pyroclastic cone,-9.57,149.08,640
Wallis Islands,SW Pacific,Shield volcano,-13.3,-176.17,143
Wapi Lava Field,US-Idaho,Shield volcano,42.88,-113.22,1604
Washiba-Kumonotaira,Honshu-Japan,Shield volcano,36.41,137.59,2924
"Washington, Mount",US-Oregon,Shield volcano,44.3,-121.8,2376
"Watt, Morne",W Indies,Stratovolcanoes,15.31,-61.31,1224
Wau-en-Namus,Africa-N,Caldera,25.05,17.55,547
Wayang-Windu,Java,Lava dome,-7.21,107.63,2182
Wells Gray-Clearwater,Canada,Cinder cones,52.33,-120.57,2015
West Crater,US-Washington,Volcanic field,45.88,-122.08,1329
West Eifel Volc Field,Germany,Maars,50.17,6.85,600
Westdahl,Aleutian Is,Stratovolcano ?,54.52,-164.65,1654
Whangarei,New Zealand,Cinder cones,-35.75,174.27,397
White Island,New Zealand,Stratovolcanoes,-37.52,177.18,321
Wilis,Java,Stratovolcano,-7.81,111.76,2563
Wolf,Gal pagos,Shield volcano,0.02,-91.35,1710
Wrangell,Alaska-E,Shield volcano,62,-144.02,4317
Wudalianchi,China-E,Volcanic field,48.72,126.12,597
Wurlali,Banda Sea,Stratovolcano,-7.13,128.68,868
Xianjindao,Korea,Unknown,41.33,128,
Yake-dake,Honshu-Japan,Stratovolcano,36.22,137.59,2455
Yali,Greece,Lava domes,36.67,27.14,180
Yangudi,Ethiopia,Complex volcano,10.58,41.04,1383
Yantarni,Alaska Peninsula,Stratovolcano,57.02,-157.19,1345
Yanteles,Chile-S,Stratovolcanoes,-43.5,-72.8,2042
"Yar, Jabal",Arabia-W,Volcanic field,17.05,42.83,305
Yasur,Vanuatu-SW Pacific,Stratovolcano,-19.53,169.44,361
Yate,Chile-S,Stratovolcano,-41.76,-72.4,2187
"Yeguada, La",Panam ,Stratovolcano,8.47,-80.82,1297
Yelia,New Guinea,Stratovolcano,-7.05,145.86,3384
Yellowstone,US-Wyoming,Calderas,44.43,-110.67,2805
Yersey,Lesser Sunda Is,Submarine volcano ?,-7.53,123.95,-3800
"Yojoa, Lake",Honduras,Volcanic field,14.98,-87.98,1090
Yokoate-jima,Ryukyu Is,Stratovolcanoes,28.8,129,495
Yomba,New Guinea-NE of,Submarine volcano ?,-4.9,146.75,
Yotei,Hokkaido-Japan,Stratovolcano,42.83,140.82,1898
Young Island,Antarctica,Stratovolcano,-66.42,162.47,1340
Yucamane,Peru,Stratovolcanoes,-17.18,-70.2,5550
Yunaska,Aleutian Is,Shield volcano,52.64,-170.63,550
"Zacate Grande, Isla",Honduras,Stratovolcano,13.33,-87.63,640
Zao,Honshu-Japan,Complex volcano,38.14,140.44,1841
Zaozerny,Kamchatka,Shield volcanoes,56.88,159.95,1349
Zapatera,Nicaragua,Shield volcano,11.73,-85.82,629
Zavaritsky,Kamchatka,Cinder cones,53.91,158.39,1567
Zavaritzki Caldera,Kuril Is,Caldera,46.93,151.95,624
Zavodovski,Antarctica,Stratovolcano,-56.3,-27.57,551
Zealandia Bank,Mariana Is-C Pacific,Stratovolcano,16.88,145.85,0
Zengyu,Taiwan-N of,Submarine volcano,26.18,122.46,-418
Zheltovsky,Kamchatka,Stratovolcano,51.57,157.32,1953
Zhupanovsky,Kamchatka,Compound volcano,53.59,159.15,2958
Zimina,Kamchatka,Stratovolcanoes,55.86,160.6,3081
Zit cuaro-Valle de Bravo,Mexico,Caldera,19.4,-100.25,3500
"Zubair, Jebel",Red Sea,Shield volcano,15.05,42.18,191
Zukur,Red Sea,Shield volcano,14.02,42.75,624
Zuni-Bandera,US-New Mexico,Volcanic field,34.8,-108,2550